accx,accy,accz,gyrx,gyry,gyrz,qw,qx,qy,qz,qyaw,qpitch,qroll,yaw,pitch,roll,gravaccx,gravaccy,gravaccz,counter
-0.13,0.91,-0.44,-2.14,-1.04,1.34,0.30,0.37,-0.77,-0.43,-123.28,-7.81,117.39,-130.79,-7.81,117.39,0.75,1.05,0.01,303261,1721297158.1195838
-0.15,0.90,-0.44,-1.53,-1.16,0.67,0.30,0.37,-0.77,-0.43,-123.24,-7.90,117.18,-130.75,-7.90,117.18,0.73,1.04,0.01,303262,1721297158.1275582
-0.16,0.89,-0.47,1.34,-0.37,0.06,0.30,0.37,-0.77,-0.43,-123.25,-8.03,117.26,-130.76,-8.03,117.26,0.72,1.03,-0.02,303263,1721297158.1355376
-0.16,0.92,-0.48,-0.79,-0.92,0.98,0.30,0.37,-0.77,-0.43,-123.23,-8.12,117.25,-130.74,-8.12,117.25,0.72,1.07,-0.02,303264,1721297158.1465082
-0.17,0.94,-0.45,-2.20,-1.59,1.10,0.30,0.37,-0.77,-0.43,-123.19,-8.29,117.02,-130.70,-8.29,117.02,0.71,1.09,-0.00,303265,1721297158.1594741
-0.15,0.88,-0.48,1.71,-0.37,-0.18,0.30,0.37,-0.77,-0.43,-123.21,-8.33,117.21,-130.72,-8.33,117.21,0.73,1.03,-0.02,303266,1721297158.172438
-0.19,0.90,-0.49,-0.98,-0.98,1.22,0.30,0.37,-0.77,-0.43,-123.23,-8.64,117.40,-130.74,-8.64,117.40,0.68,1.05,-0.04,303267,1721297158.1844068
-0.18,0.93,-0.46,-1.04,-0.73,1.16,0.30,0.37,-0.77,-0.43,-123.19,-8.80,117.24,-130.70,-8.80,117.24,0.70,1.08,-0.01,303268,1721297158.195377
-0.17,0.89,-0.45,-0.43,-0.79,0.85,0.31,0.37,-0.77,-0.43,-123.18,-8.88,117.20,-130.69,-8.88,117.20,0.71,1.04,-0.00,303269,1721297158.2003665
-0.17,0.88,-0.47,0.73,-0.18,1.10,0.31,0.37,-0.77,-0.42,-123.19,-9.00,117.30,-130.70,-9.00,117.30,0.70,1.04,-0.01,303270,1721297158.2013614
-0.15,0.89,-0.50,1.16,0.24,1.59,0.30,0.37,-0.77,-0.42,-123.22,-8.93,117.55,-130.73,-8.93,117.55,0.72,1.05,-0.04,303271,1721297158.2133324
-0.15,0.90,-0.45,-2.62,-0.98,1.83,0.30,0.37,-0.77,-0.42,-123.19,-8.82,117.38,-130.70,-8.82,117.38,0.73,1.06,0.00,303272,1721297158.226813
-0.19,0.88,-0.49,2.26,0.18,0.61,0.31,0.37,-0.77,-0.42,-123.22,-9.11,117.65,-130.73,-9.11,117.65,0.68,1.04,-0.03,303273,1721297158.2337906
-0.17,0.89,-0.48,-1.77,-1.04,1.53,0.30,0.37,-0.77,-0.42,-123.22,-9.13,117.74,-130.73,-9.13,117.74,0.71,1.05,-0.02,303274,1721297158.238778
-0.17,0.92,-0.45,-2.81,-1.40,1.83,0.31,0.37,-0.77,-0.42,-123.17,-9.18,117.51,-130.68,-9.18,117.51,0.70,1.08,0.00,303275,1721297158.247753
-0.18,0.88,-0.46,0.67,-0.67,0.43,0.31,0.37,-0.77,-0.42,-123.17,-9.29,117.53,-130.68,-9.29,117.53,0.70,1.05,-0.01,303276,1721297158.2617161
-0.17,0.86,-0.49,0.49,-0.73,0.73,0.31,0.37,-0.77,-0.42,-123.20,-9.36,117.81,-130.71,-9.36,117.81,0.70,1.03,-0.03,303277,1721297158.2756793
-0.16,0.93,-0.45,-2.32,-1.46,1.28,0.31,0.37,-0.77,-0.42,-123.15,-9.31,117.53,-130.66,-9.31,117.53,0.71,1.09,0.00,303278,1721297158.2906392
-0.16,0.87,-0.47,2.01,-0.18,-0.18,0.31,0.37,-0.77,-0.42,-123.16,-9.28,117.64,-130.67,-9.28,117.64,0.72,1.03,-0.01,303279,1721297158.3026063
-0.18,0.88,-0.49,1.83,-0.43,0.12,0.31,0.37,-0.77,-0.42,-123.19,-9.39,117.85,-130.70,-9.39,117.85,0.69,1.04,-0.03,303280,1721297158.3135812
-0.17,0.91,-0.48,-0.92,-0.98,1.10,0.31,0.37,-0.77,-0.42,-123.17,-9.40,117.83,-130.68,-9.40,117.83,0.70,1.07,-0.02,303281,1721297158.3230844
-0.18,0.91,-0.47,-0.24,-1.10,0.61,0.31,0.37,-0.77,-0.42,-123.15,-9.48,117.75,-130.66,-9.48,117.75,0.69,1.07,-0.01,303282,1721297158.334055
-0.19,0.89,-0.47,0.31,-0.73,0.79,0.31,0.37,-0.77,-0.42,-123.14,-9.62,117.76,-130.65,-9.62,117.76,0.68,1.06,-0.01,303283,1721297158.33605
-0.20,0.90,-0.49,2.32,0.12,0.67,0.31,0.37,-0.77,-0.42,-123.16,-9.84,117.89,-130.67,-9.84,117.89,0.67,1.07,-0.03,303284,1721297158.3430314
-0.20,0.92,-0.47,-1.40,-1.22,1.71,0.31,0.37,-0.77,-0.42,-123.12,-9.97,117.73,-130.63,-9.97,117.73,0.67,1.09,-0.01,303285,1721297158.3530047
-0.19,0.90,-0.45,-0.24,-0.98,1.22,0.31,0.37,-0.77,-0.42,-123.08,-10.05,117.59,-130.59,-10.05,117.59,0.68,1.08,0.00,303286,1721297158.3599894
-0.20,0.88,-0.53,3.66,0.67,1.22,0.31,0.37,-0.77,-0.42,-123.14,-10.14,117.99,-130.65,-10.14,117.99,0.67,1.06,-0.06,303287,1721297158.3609838
-0.16,0.89,-0.50,-0.92,-0.55,2.38,0.31,0.37,-0.77,-0.41,-123.16,-9.97,118.16,-130.67,-9.97,118.16,0.71,1.07,-0.04,303288,1721297158.3619804
-0.18,0.92,-0.45,-1.10,-0.61,2.32,0.31,0.37,-0.77,-0.42,-123.10,-9.94,117.86,-130.61,-9.94,117.86,0.69,1.09,0.01,303289,1721297158.3669686
-0.18,0.87,-0.49,2.87,0.73,1.59,0.31,0.37,-0.77,-0.42,-123.13,-9.97,118.08,-130.64,-9.97,118.08,0.69,1.05,-0.03,303290,1721297158.3749475
-0.16,0.89,-0.47,-1.46,-0.73,2.93,0.31,0.37,-0.77,-0.42,-123.11,-9.85,118.04,-130.62,-9.85,118.04,0.71,1.06,-0.01,303291,1721297158.38492
-0.17,0.92,-0.44,-0.92,-0.61,2.62,0.31,0.37,-0.77,-0.42,-123.04,-9.77,117.75,-130.55,-9.77,117.75,0.70,1.09,0.01,303292,1721297158.3978844
-0.15,0.91,-0.46,0.61,-0.61,1.40,0.31,0.37,-0.77,-0.42,-123.02,-9.59,117.65,-130.53,-9.59,117.65,0.72,1.07,-0.00,303293,1721297158.4018738
-0.17,0.88,-0.51,2.75,0.12,1.16,0.31,0.37,-0.77,-0.42,-123.07,-9.55,118.00,-130.58,-9.55,118.00,0.70,1.04,-0.05,303294,1721297158.4118502
-0.16,0.91,-0.49,-1.95,-0.92,2.50,0.31,0.37,-0.77,-0.42,-123.05,-9.40,118.00,-130.56,-9.40,118.00,0.72,1.08,-0.03,303295,1721297158.4213479
-0.16,0.90,-0.46,0.12,-0.73,1.40,0.31,0.37,-0.77,-0.42,-123.02,-9.29,117.88,-130.53,-9.29,117.88,0.72,1.06,-0.00,303296,1721297158.4303234
-0.17,0.90,-0.48,1.59,-0.37,1.22,0.31,0.37,-0.77,-0.42,-123.01,-9.32,117.90,-130.52,-9.32,117.90,0.70,1.06,-0.01,303297,1721297158.437305
-0.16,0.88,-0.50,0.55,-0.61,1.59,0.31,0.37,-0.77,-0.42,-123.04,-9.24,118.15,-130.55,-9.24,118.15,0.71,1.04,-0.04,303298,1721297158.448276
-0.15,0.92,-0.48,-1.71,-1.16,1.95,0.30,0.37,-0.77,-0.42,-123.01,-9.11,118.03,-130.52,-9.11,118.03,0.72,1.08,-0.01,303299,1721297158.4562552
-0.15,0.88,-0.48,1.83,-0.18,1.10,0.30,0.37,-0.77,-0.42,-123.02,-9.01,118.14,-130.53,-9.01,118.14,0.72,1.04,-0.02,303300,1721297158.46523
-0.16,0.89,-0.52,1.34,-0.12,1.83,0.30,0.37,-0.77,-0.42,-123.05,-8.97,118.42,-130.56,-8.97,118.42,0.71,1.05,-0.05,303301,1721297158.4781992
-0.15,0.92,-0.50,-1.65,-0.92,2.50,0.30,0.37,-0.77,-0.42,-123.04,-8.87,118.44,-130.55,-8.87,118.44,0.72,1.07,-0.03,303302,1721297158.4831827
-0.14,0.92,-0.49,-0.12,-0.67,1.77,0.30,0.37,-0.77,-0.42,-123.01,-8.65,118.35,-130.52,-8.65,118.35,0.73,1.07,-0.02,303303,1721297158.4951506
-0.16,0.90,-0.54,2.62,0.18,1.40,0.30,0.38,-0.77,-0.42,-123.06,-8.67,118.69,-130.57,-8.67,118.69,0.70,1.06,-0.06,303304,1721297158.5061247
-0.14,0.89,-0.54,0.37,0.00,2.20,0.30,0.38,-0.77,-0.41,-123.10,-8.54,119.02,-130.61,-8.54,119.02,0.72,1.04,-0.06,303305,1721297158.515099
-0.13,0.92,-0.52,-0.67,-0.12,2.50,0.30,0.38,-0.77,-0.41,-123.09,-8.33,119.05,-130.60,-8.33,119.05,0.74,1.06,-0.04,303306,1721297158.5180917
-0.15,0.88,-0.50,0.31,-0.31,1.89,0.30,0.38,-0.77,-0.41,-123.09,-8.31,119.12,-130.60,-8.31,119.12,0.72,1.02,-0.01,303307,1721297158.5266073
-0.14,0.84,-0.53,2.93,1.04,2.38,0.29,0.38,-0.78,-0.41,-123.15,-8.23,119.60,-130.66,-8.23,119.60,0.72,0.98,-0.04,303308,1721297158.539569
-0.12,0.86,-0.50,-0.92,-0.67,3.17,0.29,0.38,-0.78,-0.41,-123.14,-8.05,119.64,-130.65,-8.05,119.64,0.74,1.00,-0.01,303309,1721297158.5465496
-0.15,0.87,-0.50,0.85,-0.49,1.89,0.29,0.38,-0.78,-0.41,-123.13,-8.11,119.68,-130.64,-8.11,119.68,0.71,1.01,-0.01,303310,1721297158.556523
-0.17,0.87,-0.52,0.24,-0.79,1.77,0.29,0.38,-0.78,-0.41,-123.15,-8.28,119.87,-130.66,-8.28,119.87,0.69,1.01,-0.03,303311,1721297158.5654988
-0.15,0.87,-0.56,1.34,-0.31,1.77,0.29,0.38,-0.78,-0.41,-123.20,-8.26,120.30,-130.71,-8.26,120.30,0.71,1.01,-0.07,303312,1721297158.5814574
-0.16,0.89,-0.56,0.55,-0.67,1.77,0.29,0.38,-0.78,-0.40,-123.22,-8.34,120.56,-130.73,-8.34,120.56,0.69,1.03,-0.06,303313,1721297158.5934246
-0.17,0.87,-0.54,-0.37,-0.85,1.77,0.29,0.38,-0.78,-0.40,-123.23,-8.46,120.74,-130.74,-8.46,120.74,0.68,1.01,-0.04,303314,1721297158.6043944
-0.15,0.84,-0.60,3.23,0.85,1.46,0.29,0.38,-0.78,-0.40,-123.32,-8.44,121.34,-130.83,-8.44,121.34,0.69,0.99,-0.08,303315,1721297158.6163652
-0.12,0.88,-0.54,-2.01,-1.46,2.81,0.29,0.38,-0.78,-0.40,-123.30,-8.18,121.35,-130.81,-8.18,121.35,0.73,1.02,-0.03,303316,1721297158.6218665
-0.11,0.89,-0.53,0.49,-0.79,1.95,0.29,0.38,-0.78,-0.40,-123.27,-7.87,121.27,-130.78,-7.87,121.27,0.74,1.02,-0.01,303317,1721297158.6328373
-0.13,0.84,-0.53,1.22,-0.73,0.85,0.28,0.38,-0.78,-0.40,-123.28,-7.84,121.38,-130.79,-7.84,121.38,0.71,0.98,-0.01,303318,1721297158.6398187
-0.13,0.83,-0.58,2.38,-0.37,0.79,0.28,0.38,-0.78,-0.40,-123.34,-7.76,121.89,-130.85,-7.76,121.89,0.71,0.97,-0.06,303319,1721297158.6527934
-0.12,0.87,-0.57,-0.06,-1.46,1.28,0.28,0.39,-0.78,-0.40,-123.34,-7.61,122.08,-130.85,-7.61,122.08,0.72,1.00,-0.04,303320,1721297158.6627662
-0.13,0.88,-0.56,1.65,-0.92,0.31,0.28,0.39,-0.78,-0.40,-123.35,-7.53,122.17,-130.86,-7.53,122.17,0.71,1.01,-0.03,303321,1721297158.673728
-0.15,0.88,-0.58,1.22,-1.04,0.00,0.28,0.39,-0.78,-0.40,-123.36,-7.65,122.35,-130.87,-7.65,122.35,0.68,1.01,-0.05,303322,1721297158.6827033
-0.15,0.86,-0.60,1.89,-0.85,0.24,0.28,0.39,-0.79,-0.39,-123.40,-7.72,122.71,-130.91,-7.72,122.71,0.68,1.00,-0.07,303323,1721297158.689685
-0.16,0.88,-0.55,-0.12,-1.46,0.85,0.28,0.39,-0.79,-0.39,-123.37,-7.85,122.60,-130.88,-7.85,122.60,0.67,1.02,-0.02,303324,1721297158.7026498
-0.16,0.86,-0.59,3.36,-0.12,-0.18,0.28,0.39,-0.79,-0.39,-123.40,-7.96,122.87,-130.91,-7.96,122.87,0.67,1.00,-0.05,303325,1721297158.715626
-0.17,0.85,-0.59,0.12,-1.53,1.04,0.28,0.39,-0.79,-0.39,-123.42,-8.14,123.11,-130.93,-8.14,123.11,0.66,0.99,-0.05,303326,1721297158.725119
-0.15,0.87,-0.58,1.34,-0.67,1.28,0.28,0.39,-0.79,-0.39,-123.42,-8.12,123.21,-130.93,-8.12,123.21,0.68,1.01,-0.04,303327,1721297158.7291148
-0.15,0.87,-0.55,0.43,-1.28,1.40,0.28,0.39,-0.79,-0.39,-123.39,-8.14,123.10,-130.90,-8.14,123.10,0.68,1.02,-0.01,303328,1721297158.737087
-0.17,0.85,-0.58,2.26,-0.31,1.04,0.28,0.39,-0.79,-0.39,-123.40,-8.30,123.27,-130.91,-8.30,123.27,0.66,1.00,-0.04,303329,1721297158.7400787
-0.13,0.84,-0.60,1.04,-0.55,2.01,0.28,0.39,-0.79,-0.39,-123.43,-8.15,123.60,-130.94,-8.15,123.60,0.69,0.99,-0.06,303330,1721297158.7410758
-0.17,0.89,-0.54,-1.77,-2.14,2.38,0.28,0.39,-0.79,-0.39,-123.35,-8.34,123.20,-130.86,-8.34,123.20,0.65,1.04,0.01,303331,1721297158.7420733
-0.18,0.87,-0.55,0.67,-1.28,1.40,0.28,0.39,-0.79,-0.39,-123.32,-8.52,123.12,-130.83,-8.52,123.12,0.65,1.02,-0.01,303332,1721297158.7460637
-0.19,0.88,-0.60,0.55,-1.28,1.59,0.28,0.38,-0.79,-0.38,-123.33,-8.76,123.28,-130.84,-8.76,123.28,0.63,1.03,-0.06,303333,1721297158.7550392
-0.14,0.87,-0.59,0.92,-0.85,1.95,0.28,0.39,-0.79,-0.38,-123.33,-8.59,123.39,-130.84,-8.59,123.39,0.69,1.02,-0.04,303334,1721297158.7680042
-0.14,0.86,-0.57,-0.37,-1.22,1.77,0.28,0.39,-0.79,-0.39,-123.32,-8.45,123.43,-130.83,-8.45,123.43,0.69,1.01,-0.03,303335,1721297158.7739882
-0.16,0.84,-0.58,0.98,-0.55,1.34,0.28,0.39,-0.79,-0.38,-123.32,-8.49,123.55,-130.83,-8.49,123.55,0.67,0.99,-0.03,303336,1721297158.784959
-0.14,0.84,-0.59,0.31,-0.85,1.65,0.28,0.39,-0.79,-0.38,-123.34,-8.36,123.77,-130.85,-8.36,123.77,0.69,0.98,-0.04,303337,1721297158.7969267
-0.14,0.85,-0.55,-0.79,-1.46,1.59,0.28,0.39,-0.79,-0.38,-123.30,-8.32,123.62,-130.81,-8.32,123.62,0.68,1.00,0.00,303338,1721297158.799919
-0.18,0.87,-0.52,-1.77,-2.20,0.92,0.28,0.39,-0.79,-0.39,-123.24,-8.55,123.30,-130.75,-8.55,123.30,0.64,1.02,0.02,303339,1721297158.8078995
-0.15,0.86,-0.57,0.79,-1.28,0.06,0.28,0.39,-0.79,-0.39,-123.23,-8.54,123.32,-130.74,-8.54,123.32,0.67,1.01,-0.02,303340,1721297158.8168752
-0.15,0.83,-0.59,-0.92,-1.95,0.79,0.28,0.39,-0.79,-0.38,-123.26,-8.51,123.60,-130.77,-8.51,123.60,0.68,0.97,-0.04,303341,1721297158.8263702
-0.16,0.87,-0.55,-0.49,-1.65,0.79,0.28,0.39,-0.79,-0.38,-123.22,-8.59,123.42,-130.73,-8.59,123.42,0.66,1.02,-0.01,303342,1721297158.8343475
-0.16,0.87,-0.55,0.12,-1.46,0.00,0.28,0.39,-0.79,-0.39,-123.18,-8.67,123.27,-130.69,-8.67,123.27,0.66,1.02,-0.01,303343,1721297158.8443432
-0.16,0.87,-0.58,0.37,-1.28,0.49,0.28,0.39,-0.79,-0.38,-123.17,-8.67,123.30,-130.68,-8.67,123.30,0.67,1.02,-0.03,303344,1721297158.8532991
-0.14,0.88,-0.55,-2.26,-2.26,1.16,0.28,0.39,-0.79,-0.39,-123.12,-8.56,123.07,-130.63,-8.56,123.07,0.69,1.03,-0.01,303345,1721297158.8622735
-0.14,0.89,-0.52,0.12,-1.34,0.24,0.28,0.39,-0.79,-0.39,-123.05,-8.46,122.69,-130.56,-8.46,122.69,0.69,1.04,0.01,303346,1721297158.871251
-0.19,0.86,-0.53,0.55,-0.92,0.12,0.29,0.39,-0.79,-0.39,-123.03,-8.71,122.58,-130.54,-8.71,122.58,0.65,1.01,0.00,303347,1721297158.8792286
-0.14,0.87,-0.52,-2.01,-1.89,1.34,0.29,0.39,-0.78,-0.39,-122.97,-8.63,122.32,-130.48,-8.63,122.32,0.69,1.02,0.01,303348,1721297158.8901997
-0.13,0.87,-0.51,-1.46,-1.71,1.22,0.29,0.39,-0.78,-0.39,-122.91,-8.46,122.04,-130.42,-8.46,122.04,0.71,1.02,0.01,303349,1721297158.8961833
-0.17,0.91,-0.48,-2.26,-2.08,1.22,0.29,0.38,-0.78,-0.40,-122.81,-8.59,121.49,-130.32,-8.59,121.49,0.67,1.06,0.03,303350,1721297158.9061584
-0.19,0.90,-0.51,1.04,-0.85,0.37,0.29,0.38,-0.78,-0.40,-122.77,-8.81,121.29,-130.28,-8.81,121.29,0.66,1.05,-0.00,303351,1721297158.9141376
-0.15,0.92,-0.54,-0.98,-1.65,1.53,0.29,0.38,-0.78,-0.40,-122.73,-8.73,121.16,-130.24,-8.73,121.16,0.69,1.07,-0.03,303352,1721297158.9246292
-0.16,0.93,-0.51,-3.85,-2.38,2.01,0.29,0.38,-0.78,-0.40,-122.65,-8.74,120.76,-130.16,-8.74,120.76,0.69,1.08,-0.00,303353,1721297158.9346027
-0.15,0.94,-0.50,-1.40,-1.04,1.16,0.30,0.38,-0.78,-0.40,-122.57,-8.64,120.28,-130.08,-8.64,120.28,0.70,1.09,0.00,303354,1721297158.9425817
-0.18,0.92,-0.55,1.10,-0.31,1.22,0.30,0.38,-0.78,-0.40,-122.57,-8.77,120.35,-130.08,-8.77,120.35,0.67,1.07,-0.05,303355,1721297158.9515574
-0.15,0.93,-0.50,-4.03,-1.95,2.87,0.30,0.38,-0.78,-0.41,-122.50,-8.63,120.01,-130.01,-8.63,120.01,0.71,1.08,-0.00,303356,1721297158.9645228
-0.17,0.94,-0.48,-0.98,-0.85,2.08,0.30,0.38,-0.77,-0.41,-122.42,-8.66,119.61,-129.93,-8.66,119.61,0.69,1.09,0.01,303357,1721297158.9705067
-0.17,0.92,-0.49,-1.28,-0.92,2.08,0.30,0.38,-0.77,-0.41,-122.38,-8.72,119.40,-129.89,-8.72,119.40,0.69,1.07,-0.01,303358,1721297158.9864686
-0.15,0.91,-0.52,-0.31,-0.61,2.08,0.30,0.38,-0.77,-0.41,-122.37,-8.64,119.43,-129.88,-8.64,119.43,0.71,1.06,-0.03,303359,1721297158.9984324
-0.12,0.91,-0.48,-3.48,-1.59,2.87,0.30,0.38,-0.77,-0.41,-122.31,-8.39,119.16,-129.82,-8.39,119.16,0.74,1.06,0.00,303360,1721297159.003419
-0.15,0.92,-0.46,-1.71,-1.04,1.89,0.30,0.38,-0.77,-0.41,-122.24,-8.38,118.80,-129.75,-8.38,118.80,0.71,1.07,0.02,303361,1721297159.0143924
-0.16,0.94,-0.47,-2.32,-1.40,1.65,0.30,0.38,-0.77,-0.42,-122.18,-8.43,118.51,-129.69,-8.43,118.51,0.71,1.08,0.00,303362,1721297159.0248837
-0.14,0.90,-0.50,-0.24,-0.92,1.04,0.30,0.38,-0.77,-0.42,-122.18,-8.32,118.53,-129.69,-8.32,118.53,0.73,1.05,-0.02,303363,1721297159.03785
-0.13,0.91,-0.48,-2.75,-1.59,1.59,0.30,0.38,-0.77,-0.42,-122.14,-8.16,118.39,-129.65,-8.16,118.39,0.74,1.05,-0.01,303364,1721297159.0478232
-0.13,0.90,-0.44,-3.85,-2.01,1.04,0.30,0.38,-0.77,-0.42,-122.07,-8.09,118.00,-129.58,-8.09,118.00,0.74,1.04,0.03,303365,1721297159.0597908
-0.15,0.86,-0.47,1.16,-0.55,-0.12,0.30,0.38,-0.77,-0.42,-122.08,-8.19,118.07,-129.59,-8.19,118.07,0.72,1.00,-0.00,303366,1721297159.066772
-0.10,0.88,-0.50,-2.26,-1.77,1.10,0.30,0.38,-0.77,-0.42,-122.08,-7.88,118.23,-129.59,-7.88,118.23,0.77,1.02,-0.03,303367,1721297159.0867195
-0.11,0.89,-0.44,-3.36,-2.08,0.85,0.30,0.38,-0.76,-0.42,-122.03,-7.70,117.92,-129.54,-7.70,117.92,0.76,1.03,0.02,303368,1721297159.0947068
-0.15,0.91,-0.46,-1.28,-1.83,-0.12,0.30,0.38,-0.76,-0.42,-121.98,-7.80,117.72,-129.49,-7.80,117.72,0.73,1.05,0.00,303369,1721297159.1046705
-0.11,0.89,-0.47,-0.92,-1.83,-0.24,0.30,0.38,-0.76,-0.42,-121.97,-7.63,117.71,-129.48,-7.63,117.71,0.77,1.02,-0.01,303370,1721297159.116641
-0.11,0.87,-0.46,-1.04,-2.01,-0.06,0.30,0.39,-0.76,-0.42,-121.96,-7.44,117.72,-129.47,-7.44,117.72,0.77,1.00,0.00,303371,1721297159.133129
-0.12,0.91,-0.44,-2.87,-2.44,0.18,0.30,0.38,-0.76,-0.43,-121.90,-7.37,117.39,-129.41,-7.37,117.39,0.76,1.04,0.02,303372,1721297159.1431031
-0.13,0.88,-0.44,-0.12,-1.89,-1.10,0.30,0.38,-0.76,-0.43,-121.88,-7.38,117.29,-129.39,-7.38,117.29,0.75,1.01,0.01,303373,1721297159.1500843
-0.11,0.87,-0.47,-0.12,-1.89,-0.61,0.30,0.39,-0.76,-0.43,-121.89,-7.28,117.45,-129.40,-7.28,117.45,0.77,1.00,-0.01,303374,1721297159.157065
-0.10,0.88,-0.45,-2.50,-2.44,0.12,0.30,0.39,-0.76,-0.43,-121.86,-7.12,117.37,-129.37,-7.12,117.37,0.78,1.00,0.01,303375,1721297159.1620572
-0.11,0.90,-0.42,-0.49,-2.01,-0.73,0.30,0.39,-0.76,-0.43,-121.81,-7.04,117.06,-129.32,-7.04,117.06,0.77,1.02,0.03,303376,1721297159.1650448
-0.14,0.88,-0.44,-0.06,-2.26,-1.34,0.30,0.39,-0.76,-0.43,-121.78,-7.24,116.94,-129.29,-7.24,116.94,0.74,1.01,0.01,303377,1721297159.1660411
-0.11,0.85,-0.47,0.92,-1.83,-1.10,0.30,0.39,-0.76,-0.43,-121.80,-7.16,117.23,-129.31,-7.16,117.23,0.77,0.98,-0.02,303378,1721297159.1670384
-0.14,0.89,-0.42,-2.50,-3.11,0.06,0.30,0.39,-0.76,-0.43,-121.75,-7.25,116.97,-129.26,-7.25,116.97,0.75,1.01,0.03,303379,1721297159.1710274
-0.14,0.90,-0.41,-1.71,-2.69,-0.37,0.30,0.38,-0.76,-0.43,-121.69,-7.37,116.63,-129.20,-7.37,116.63,0.75,1.03,0.03,303380,1721297159.175017
-0.18,0.86,-0.44,2.56,-1.71,-1.59,0.31,0.38,-0.76,-0.43,-121.70,-7.82,116.76,-129.21,-7.82,116.76,0.71,0.99,0.00,303381,1721297159.1879828
-0.15,0.86,-0.40,-2.81,-3.30,0.24,0.31,0.38,-0.76,-0.43,-121.64,-7.95,116.49,-129.15,-7.95,116.49,0.74,1.00,0.04,303382,1721297159.1939695
-0.17,0.85,-0.38,2.32,-1.59,-0.61,0.31,0.38,-0.76,-0.43,-121.58,-8.34,116.21,-129.09,-8.34,116.21,0.71,0.99,0.05,303383,1721297159.1999507
-0.20,0.84,-0.36,0.12,-2.69,-0.24,0.32,0.38,-0.76,-0.43,-121.51,-8.87,115.84,-129.02,-8.87,115.84,0.69,0.99,0.07,303384,1721297159.2099278
-0.21,0.82,-0.43,4.58,-1.28,-0.92,0.32,0.38,-0.76,-0.43,-121.54,-9.40,116.10,-129.05,-9.40,116.10,0.68,0.98,0.01,303385,1721297159.222416
-0.23,0.85,-0.44,2.14,-2.14,-0.18,0.32,0.37,-0.76,-0.42,-121.55,-10.00,116.28,-129.06,-10.00,116.28,0.65,1.02,-0.00,303386,1721297159.2274039
-0.24,0.93,-0.46,1.22,-2.26,0.18,0.32,0.37,-0.76,-0.42,-121.54,-10.35,116.33,-129.05,-10.35,116.33,0.64,1.11,-0.03,303387,1721297159.2353828
-0.23,0.91,-0.55,4.21,-1.16,0.00,0.32,0.37,-0.76,-0.42,-121.64,-10.63,116.98,-129.15,-10.63,116.98,0.64,1.10,-0.10,303388,1721297159.2443573
-0.23,0.93,-0.56,0.73,-1.89,1.77,0.32,0.37,-0.77,-0.41,-121.72,-10.85,117.56,-129.23,-10.85,117.56,0.64,1.12,-0.11,303389,1721297159.2533376
-0.22,0.90,-0.54,0.06,-1.65,2.20,0.32,0.37,-0.77,-0.41,-121.78,-11.00,117.98,-129.29,-11.00,117.98,0.64,1.09,-0.08,303390,1721297159.2623153
-0.22,0.94,-0.56,3.72,0.00,2.38,0.32,0.37,-0.77,-0.41,-121.84,-11.02,118.37,-129.35,-11.02,118.37,0.65,1.13,-0.09,303391,1721297159.2722826
-0.23,0.93,-0.51,-0.98,-2.14,2.81,0.32,0.37,-0.77,-0.40,-121.82,-11.18,118.41,-129.33,-11.18,118.41,0.63,1.12,-0.04,303392,1721297159.2852485
-0.19,0.95,-0.54,3.36,-1.10,2.14,0.32,0.37,-0.77,-0.40,-121.83,-10.96,118.60,-129.34,-10.96,118.60,0.68,1.14,-0.07,303393,1721297159.2902348
-0.16,0.98,-0.48,-2.20,-2.93,2.50,0.32,0.37,-0.77,-0.41,-121.73,-10.58,118.23,-129.24,-10.58,118.23,0.71,1.16,-0.01,303394,1721297159.3022022
-0.16,0.95,-0.50,2.99,-1.16,1.22,0.32,0.38,-0.77,-0.41,-121.71,-10.33,118.18,-129.22,-10.33,118.18,0.71,1.13,-0.03,303395,1721297159.308191
-0.19,0.90,-0.56,3.17,-1.53,0.73,0.31,0.38,-0.77,-0.41,-121.78,-10.28,118.69,-129.29,-10.28,118.69,0.68,1.08,-0.09,303396,1721297159.3181632
-0.16,0.94,-0.52,-0.98,-3.05,1.46,0.31,0.38,-0.77,-0.41,-121.76,-10.05,118.71,-129.27,-10.05,118.71,0.70,1.12,-0.05,303397,1721297159.3266566
-0.19,0.95,-0.54,2.01,-2.08,0.31,0.31,0.38,-0.77,-0.41,-121.76,-10.00,118.83,-129.27,-10.00,118.83,0.68,1.12,-0.06,303398,1721297159.3336384
-0.23,0.95,-0.50,-2.75,-4.33,0.31,0.32,0.38,-0.77,-0.41,-121.70,-10.32,118.66,-129.21,-10.32,118.66,0.63,1.12,-0.03,303399,1721297159.346606
-0.23,0.90,-0.56,3.54,-1.59,-0.49,0.31,0.38,-0.77,-0.40,-121.77,-10.59,119.14,-129.28,-10.59,119.14,0.63,1.09,-0.08,303400,1721297159.3575742
-0.23,0.92,-0.51,-3.36,-4.09,1.65,0.32,0.38,-0.77,-0.40,-121.72,-10.81,119.08,-129.23,-10.81,119.08,0.63,1.10,-0.03,303401,1721297159.3685443
