accx,accy,accz,gyrx,gyry,gyrz,qw,qx,qy,qz,qyaw,qpitch,qroll,yaw,pitch,roll,gravaccx,gravaccy,gravaccz,counter
-0.18,0.91,-0.34,-8.00,-1.34,2.38,0.52,0.83,0.12,0.18,22.78,-9.45,113.53,15.27,-9.45,113.53,0.73,1.08,0.05,312956,1721297243.1021523
-0.23,0.87,-0.40,5.62,2.50,-1.46,0.52,0.83,0.12,0.18,22.72,-10.06,113.77,15.21,-10.06,113.77,0.68,1.04,-0.00,312957,1721297243.1141238
-0.16,0.87,-0.44,2.32,1.65,-0.24,0.52,0.83,0.12,0.18,22.64,-10.00,114.15,15.13,-10.00,114.15,0.73,1.05,-0.04,312958,1721297243.1231005
-0.22,0.91,-0.39,-3.85,0.24,1.89,0.52,0.83,0.12,0.18,22.67,-10.27,113.99,15.16,-10.27,113.99,0.68,1.09,0.01,312959,1721297243.130082
-0.10,0.89,-0.47,6.65,3.85,-0.49,0.51,0.83,0.12,0.17,22.55,-9.63,114.54,15.04,-9.63,114.54,0.80,1.06,-0.06,312960,1721297243.140568
-0.16,0.95,-0.41,-4.09,0.18,2.14,0.52,0.83,0.12,0.17,22.58,-9.48,114.37,15.07,-9.48,114.37,0.74,1.11,-0.01,312961,1721297243.1505418
-0.09,0.97,-0.39,2.26,2.26,0.00,0.52,0.83,0.12,0.17,22.62,-8.90,114.06,15.11,-8.90,114.06,0.81,1.13,0.01,312962,1721297243.1664975
-0.09,0.92,-0.39,-2.69,-0.55,-0.37,0.52,0.83,0.12,0.17,22.64,-8.47,113.90,15.13,-8.47,113.90,0.81,1.07,0.01,312963,1721297243.1695058
-0.18,0.93,-0.38,0.06,0.67,-0.55,0.52,0.83,0.12,0.17,22.66,-8.65,113.74,15.15,-8.65,113.74,0.73,1.08,0.01,312964,1721297243.1704874
-0.12,0.86,-0.43,1.04,0.98,-1.22,0.52,0.83,0.12,0.17,22.60,-8.42,114.09,15.09,-8.42,114.09,0.79,1.01,-0.02,312965,1721297243.1814604
-0.16,0.94,-0.46,0.98,1.59,0.06,0.52,0.83,0.12,0.17,22.54,-8.43,114.37,15.03,-8.43,114.37,0.75,1.08,-0.05,312966,1721297243.1894374
-0.11,0.94,-0.37,-3.85,-0.12,0.00,0.52,0.83,0.13,0.16,22.60,-8.11,113.96,15.09,-8.11,113.96,0.80,1.08,0.03,312967,1721297243.1994114
-0.17,0.96,-0.40,3.48,2.01,-1.53,0.52,0.83,0.13,0.17,22.60,-8.27,113.85,15.09,-8.27,113.85,0.74,1.10,-0.00,312968,1721297243.217363
-0.15,0.93,-0.43,-0.37,0.79,-0.61,0.52,0.83,0.13,0.17,22.57,-8.27,114.00,15.06,-8.27,114.00,0.76,1.07,-0.03,312969,1721297243.219357
-0.21,0.95,-0.40,-2.69,-0.18,0.24,0.52,0.83,0.12,0.17,22.59,-8.73,113.82,15.08,-8.73,113.82,0.69,1.10,0.00,312970,1721297243.2283387
-0.17,0.99,-0.49,4.94,2.62,-0.73,0.52,0.83,0.12,0.17,22.52,-8.70,114.20,15.01,-8.70,114.20,0.74,1.14,-0.08,312971,1721297243.2358308
-0.13,0.96,-0.44,-4.03,0.06,1.34,0.52,0.83,0.12,0.17,22.52,-8.48,114.20,15.01,-8.48,114.20,0.77,1.11,-0.03,312972,1721297243.2428126
-0.10,1.02,-0.44,0.49,1.83,0.85,0.52,0.83,0.13,0.16,22.52,-8.00,114.06,15.01,-8.00,114.06,0.81,1.16,-0.03,312973,1721297243.252786
-0.11,0.97,-0.48,1.04,1.77,0.00,0.52,0.83,0.13,0.16,22.47,-7.68,114.39,14.96,-7.68,114.39,0.80,1.10,-0.07,312974,1721297243.2607644
-0.17,0.98,-0.45,-0.73,1.40,0.85,0.52,0.83,0.13,0.16,22.45,-7.81,114.42,14.94,-7.81,114.42,0.74,1.12,-0.04,312975,1721297243.2727337
-0.13,1.01,-0.43,-0.37,1.46,0.43,0.52,0.83,0.13,0.16,22.47,-7.69,114.24,14.96,-7.69,114.24,0.77,1.14,-0.02,312976,1721297243.2797208
-0.18,0.99,-0.45,3.97,2.81,-0.73,0.52,0.83,0.13,0.16,22.44,-7.89,114.29,14.93,-7.89,114.29,0.73,1.12,-0.04,312977,1721297243.2936766
-0.14,0.95,-0.44,-0.06,0.98,0.61,0.52,0.83,0.13,0.16,22.43,-7.86,114.34,14.92,-7.86,114.34,0.76,1.08,-0.03,312978,1721297243.2966692
-0.18,1.00,-0.40,-3.54,0.00,1.77,0.52,0.83,0.13,0.16,22.48,-8.04,114.03,14.97,-8.04,114.03,0.73,1.13,0.00,312979,1721297243.3016553
-0.08,0.88,-0.43,3.91,2.75,-0.43,0.52,0.83,0.13,0.16,22.41,-7.59,114.33,14.90,-7.59,114.33,0.82,1.01,-0.02,312980,1721297243.3126323
-0.20,0.93,-0.36,-7.02,-1.71,1.53,0.52,0.83,0.12,0.16,22.50,-8.16,113.79,14.99,-8.16,113.79,0.70,1.08,0.04,312981,1721297243.3275886
-0.19,0.96,-0.46,7.93,3.30,-2.14,0.52,0.83,0.12,0.17,22.43,-8.44,114.13,14.92,-8.44,114.13,0.71,1.10,-0.06,312982,1721297243.3380785
-0.10,0.90,-0.42,-5.92,-1.22,0.67,0.52,0.83,0.13,0.16,22.42,-8.06,114.20,14.91,-8.06,114.20,0.81,1.04,-0.01,312983,1721297243.3400722
-0.21,0.95,-0.43,0.12,1.04,-0.06,0.52,0.83,0.12,0.17,22.41,-8.51,114.20,14.90,-8.51,114.20,0.69,1.10,-0.02,312984,1721297243.3470535
-0.10,0.89,-0.48,1.77,1.28,-1.16,0.52,0.83,0.12,0.16,22.33,-8.20,114.68,14.82,-8.20,114.68,0.80,1.03,-0.06,312985,1721297243.3550317
-0.19,0.97,-0.37,-8.12,-1.65,1.28,0.52,0.83,0.12,0.17,22.43,-8.45,114.08,14.92,-8.45,114.08,0.72,1.12,0.04,312986,1721297243.3670082
-0.14,0.91,-0.38,4.58,3.42,-1.71,0.52,0.83,0.12,0.17,22.42,-8.41,113.98,14.91,-8.41,113.98,0.76,1.05,0.02,312987,1721297243.3749778
-0.20,0.85,-0.38,2.08,2.44,-1.22,0.52,0.83,0.12,0.17,22.39,-8.86,113.98,14.88,-8.86,113.98,0.70,1.01,0.02,312988,1721297243.3869467
-0.12,0.88,-0.35,-2.14,1.10,0.31,0.52,0.83,0.12,0.17,22.43,-8.63,113.70,14.92,-8.63,113.70,0.79,1.03,0.05,312989,1721297243.3929307
-0.20,0.86,-0.40,-1.83,-0.12,-1.10,0.52,0.83,0.12,0.17,22.40,-9.06,113.84,14.89,-9.06,113.84,0.71,1.02,0.00,312990,1721297243.3989139
-0.15,0.92,-0.41,0.00,1.65,0.12,0.52,0.83,0.12,0.17,22.39,-8.96,113.84,14.88,-8.96,113.84,0.76,1.08,-0.01,312991,1721297243.4058952
-0.17,0.95,-0.39,-9.34,-2.01,1.40,0.52,0.83,0.12,0.17,22.44,-9.00,113.56,14.93,-9.00,113.56,0.74,1.11,0.00,312992,1721297243.4188612
-0.19,0.95,-0.51,8.18,4.58,-1.71,0.52,0.83,0.12,0.17,22.29,-9.16,114.32,14.78,-9.16,114.32,0.71,1.11,-0.11,312993,1721297243.4403286
-0.14,0.99,-0.41,-9.83,-1.46,2.14,0.52,0.83,0.12,0.17,22.35,-8.91,113.99,14.84,-8.91,113.99,0.77,1.14,-0.01,312994,1721297243.441317
-0.18,1.02,-0.39,-7.20,-0.06,1.77,0.52,0.83,0.12,0.17,22.41,-8.93,113.54,14.90,-8.93,113.54,0.73,1.18,0.00,312995,1721297243.4482987
-0.19,0.86,-0.47,4.94,4.21,-0.55,0.52,0.83,0.12,0.17,22.28,-9.21,114.22,14.77,-9.21,114.22,0.71,1.02,-0.06,312996,1721297243.4532855
-0.15,0.88,-0.33,-8.06,0.73,4.33,0.52,0.83,0.12,0.17,22.37,-9.17,113.65,14.86,-9.17,113.65,0.75,1.04,0.07,312997,1721297243.4602668
-0.07,0.89,-0.36,4.76,5.31,1.46,0.52,0.83,0.12,0.17,22.36,-8.59,113.50,14.85,-8.59,113.50,0.83,1.04,0.03,312998,1721297243.469242
-0.16,0.89,-0.40,5.55,4.52,0.98,0.52,0.83,0.12,0.17,22.32,-8.67,113.61,14.81,-8.67,113.61,0.74,1.04,0.00,312999,1721297243.4812105
-0.07,0.88,-0.36,-3.60,1.71,2.62,0.53,0.83,0.12,0.16,22.35,-8.04,113.36,14.84,-8.04,113.36,0.84,1.02,0.04,313000,1721297243.4901865
-0.15,0.90,-0.38,0.37,2.44,1.65,0.53,0.82,0.12,0.16,22.35,-8.07,113.27,14.84,-8.07,113.27,0.76,1.04,0.02,313001,1721297243.495172
-0.06,0.90,-0.46,1.89,2.93,0.73,0.52,0.83,0.13,0.16,22.26,-7.48,113.78,14.75,-7.48,113.78,0.85,1.03,-0.06,313002,1721297243.5001585
-0.11,0.92,-0.44,-4.46,0.55,1.59,0.52,0.83,0.13,0.16,22.24,-7.27,113.95,14.73,-7.27,113.95,0.80,1.05,-0.04,313003,1721297243.5131316
-0.06,0.96,-0.50,0.92,2.08,0.18,0.52,0.83,0.13,0.15,22.16,-6.74,114.46,14.65,-6.74,114.46,0.84,1.08,-0.09,313004,1721297243.5171142
-0.18,0.97,-0.41,-7.63,-1.34,1.16,0.52,0.83,0.13,0.16,22.20,-7.15,114.20,14.69,-7.15,114.20,0.73,1.09,-0.01,313005,1721297243.529084
-0.19,0.97,-0.39,1.34,2.20,-0.37,0.52,0.83,0.13,0.16,22.22,-7.58,113.92,14.71,-7.58,113.92,0.71,1.10,0.01,313006,1721297243.534071
-0.13,0.86,-0.37,-3.05,1.04,0.67,0.52,0.83,0.13,0.16,22.22,-7.61,113.81,14.71,-7.61,113.81,0.78,0.99,0.03,313007,1721297243.544559
-0.17,0.90,-0.38,0.31,2.26,1.10,0.52,0.83,0.12,0.16,22.22,-7.88,113.70,14.71,-7.88,113.70,0.74,1.04,0.02,313008,1721297243.5525377
-0.15,0.87,-0.36,-5.49,0.24,2.08,0.53,0.83,0.12,0.16,22.25,-8.01,113.48,14.74,-8.01,113.48,0.76,1.01,0.04,313009,1721297243.5615137
-0.17,0.93,-0.37,0.31,2.26,1.16,0.53,0.82,0.12,0.16,22.27,-8.20,113.27,14.76,-8.20,113.27,0.74,1.07,0.02,313010,1721297243.5714872
-0.08,0.96,-0.46,3.54,3.42,0.12,0.53,0.83,0.12,0.16,22.21,-7.68,113.59,14.70,-7.68,113.59,0.83,1.09,-0.06,313011,1721297243.5774715
-0.13,0.98,-0.45,-0.49,1.65,0.92,0.52,0.83,0.13,0.16,22.18,-7.59,113.72,14.67,-7.59,113.72,0.77,1.12,-0.05,313012,1721297243.592431
-0.09,0.96,-0.48,1.40,2.38,0.12,0.52,0.83,0.13,0.16,22.11,-7.21,114.12,14.60,-7.21,114.12,0.82,1.09,-0.08,313013,1721297243.5994122
-0.12,0.96,-0.50,-0.67,1.40,0.49,0.52,0.83,0.13,0.15,22.05,-7.11,114.51,14.54,-7.11,114.51,0.78,1.08,-0.08,313014,1721297243.603402
-0.09,0.99,-0.45,-4.94,0.43,1.59,0.52,0.83,0.13,0.15,22.05,-6.82,114.49,14.54,-6.82,114.49,0.81,1.10,-0.04,313015,1721297243.6133778
-0.17,0.99,-0.41,-1.46,1.28,0.31,0.52,0.83,0.13,0.15,22.07,-7.08,114.25,14.56,-7.08,114.25,0.73,1.12,-0.01,313016,1721297243.6213567
-0.12,0.99,-0.47,4.82,4.09,-0.43,0.52,0.83,0.13,0.15,22.01,-6.98,114.48,14.50,-6.98,114.48,0.78,1.11,-0.06,313017,1721297243.6293364
-0.14,0.94,-0.39,-5.31,0.31,1.40,0.52,0.83,0.13,0.15,22.05,-7.11,114.17,14.54,-7.11,114.17,0.76,1.07,0.02,313018,1721297243.6378276
-0.13,0.99,-0.42,4.76,4.15,-0.12,0.52,0.83,0.13,0.15,22.04,-7.08,114.05,14.53,-7.08,114.05,0.77,1.11,-0.01,313019,1721297243.6517913
-0.10,0.90,-0.42,-2.50,1.22,0.67,0.52,0.83,0.13,0.15,22.02,-6.89,114.13,14.51,-6.89,114.13,0.81,1.02,-0.01,313020,1721297243.6547828
-0.11,0.95,-0.44,1.34,2.56,0.37,0.52,0.83,0.13,0.15,21.99,-6.77,114.22,14.48,-6.77,114.22,0.79,1.07,-0.03,313021,1721297243.6637585
-0.11,0.95,-0.46,0.31,1.83,-0.31,0.52,0.83,0.13,0.15,21.94,-6.63,114.47,14.43,-6.63,114.47,0.80,1.06,-0.05,313022,1721297243.676724
-0.14,0.98,-0.46,3.30,2.62,-1.04,0.52,0.83,0.13,0.15,21.91,-6.71,114.58,14.40,-6.71,114.58,0.76,1.10,-0.05,313023,1721297243.68969
-0.10,0.97,-0.47,-1.46,0.79,-0.73,0.52,0.83,0.13,0.15,21.88,-6.57,114.73,14.37,-6.57,114.73,0.80,1.08,-0.06,313024,1721297243.6926813
-0.10,1.00,-0.45,2.44,2.69,-0.85,0.52,0.83,0.13,0.15,21.87,-6.41,114.68,14.36,-6.41,114.68,0.80,1.11,-0.03,313025,1721297243.696671
-0.10,0.90,-0.45,-0.31,1.59,-0.85,0.52,0.83,0.13,0.15,21.83,-6.30,114.91,14.32,-6.30,114.91,0.80,1.01,-0.03,313026,1721297243.7156208
-0.19,0.90,-0.41,-2.81,0.85,0.24,0.52,0.83,0.13,0.15,21.83,-6.83,114.83,14.32,-6.83,114.83,0.72,1.02,0.01,313027,1721297243.7166197
-0.11,0.94,-0.39,1.04,2.62,-0.43,0.52,0.83,0.13,0.15,21.84,-6.71,114.54,14.33,-6.71,114.54,0.80,1.06,0.02,313028,1721297243.722605
-0.17,0.91,-0.39,1.10,1.89,-0.92,0.52,0.83,0.13,0.15,21.85,-7.14,114.35,14.34,-7.14,114.35,0.73,1.04,0.02,313029,1721297243.734573
-0.14,0.93,-0.36,-2.50,0.79,0.06,0.52,0.83,0.13,0.16,21.89,-7.24,113.93,14.38,-7.24,113.93,0.77,1.05,0.05,313030,1721297243.7480538
-0.14,0.87,-0.37,-0.31,1.59,-0.61,0.52,0.83,0.12,0.16,21.90,-7.41,113.78,14.39,-7.41,113.78,0.77,1.00,0.03,313031,1721297243.7490501
-0.12,0.89,-0.43,1.83,2.44,-0.37,0.52,0.83,0.12,0.16,21.84,-7.36,114.07,14.33,-7.36,114.07,0.78,1.01,-0.03,313032,1721297243.7630126
-0.15,0.86,-0.40,-4.21,0.24,0.79,0.52,0.83,0.12,0.16,21.83,-7.55,114.15,14.32,-7.55,114.15,0.75,0.99,0.00,313033,1721297243.766004
-0.07,0.94,-0.46,3.17,3.23,-0.49,0.52,0.83,0.13,0.15,21.77,-7.13,114.44,14.26,-7.13,114.44,0.83,1.06,-0.05,313034,1721297243.7729857
-0.15,0.91,-0.48,-0.37,1.53,-0.43,0.52,0.83,0.12,0.15,21.70,-7.29,114.86,14.19,-7.29,114.86,0.75,1.03,-0.06,313035,1721297243.7819684
-0.13,1.00,-0.45,-1.10,1.59,-0.06,0.52,0.83,0.13,0.15,21.70,-7.19,114.76,14.19,-7.19,114.76,0.77,1.13,-0.03,313036,1721297243.796921
-0.07,0.88,-0.40,-1.16,1.65,-0.92,0.52,0.83,0.13,0.15,21.69,-6.84,114.73,14.18,-6.84,114.73,0.83,1.00,0.01,313037,1721297243.8019085
-0.13,0.90,-0.43,7.57,5.07,-1.46,0.52,0.83,0.13,0.15,21.63,-6.88,114.90,14.12,-6.88,114.90,0.78,1.02,-0.01,313038,1721297243.811884
-0.05,0.83,-0.33,-7.69,-0.12,1.10,0.52,0.83,0.13,0.15,21.69,-6.41,114.39,14.18,-6.41,114.39,0.85,0.94,0.08,313039,1721297243.8158717
-0.10,0.89,-0.38,3.42,3.42,-0.73,0.52,0.83,0.13,0.15,21.68,-6.33,114.25,14.17,-6.33,114.25,0.81,1.00,0.03,313040,1721297243.824853
-0.14,0.87,-0.35,-2.14,1.34,-0.31,0.53,0.83,0.13,0.15,21.70,-6.65,113.93,14.19,-6.65,113.93,0.77,0.99,0.05,313041,1721297243.834823
-0.11,0.82,-0.37,0.12,1.53,-1.46,0.52,0.83,0.13,0.15,21.67,-6.70,114.00,14.16,-6.70,114.00,0.80,0.93,0.03,313042,1721297243.8423204
-0.10,0.84,-0.42,0.98,1.89,-1.71,0.52,0.83,0.13,0.15,21.62,-6.65,114.31,14.11,-6.65,114.31,0.80,0.96,-0.01,313043,1721297243.8532908
-0.14,0.88,-0.37,-4.94,-0.92,-0.85,0.52,0.83,0.13,0.15,21.65,-6.84,114.06,14.14,-6.84,114.06,0.77,1.00,0.03,313044,1721297243.8592763
-0.08,0.90,-0.44,6.04,3.48,-2.50,0.52,0.83,0.13,0.15,21.58,-6.57,114.38,14.07,-6.57,114.38,0.82,1.01,-0.03,313045,1721297243.8702476
-0.07,0.91,-0.41,-4.21,0.12,-0.73,0.52,0.83,0.13,0.15,21.58,-6.20,114.30,14.07,-6.20,114.30,0.84,1.02,0.00,313046,1721297243.8822138
-0.09,0.93,-0.44,3.66,2.99,-2.01,0.52,0.83,0.13,0.14,21.54,-6.05,114.45,14.03,-6.05,114.45,0.82,1.04,-0.03,313047,1721297243.8852055
-0.10,0.87,-0.38,-3.23,0.55,-0.98,0.52,0.83,0.13,0.14,21.54,-6.04,114.33,14.03,-6.04,114.33,0.81,0.98,0.02,313048,1721297243.8981707
-0.16,0.91,-0.34,-0.43,1.16,-1.77,0.53,0.83,0.13,0.15,21.58,-6.51,113.80,14.07,-6.51,113.80,0.75,1.03,0.06,313049,1721297243.905152
-0.12,0.83,-0.39,3.54,2.50,-2.93,0.52,0.83,0.13,0.15,21.53,-6.63,114.03,14.02,-6.63,114.03,0.79,0.95,0.01,313050,1721297243.9121337
-0.13,0.87,-0.34,-3.23,0.24,-0.55,0.53,0.83,0.12,0.15,21.57,-6.79,113.61,14.06,-6.79,113.61,0.78,0.99,0.06,313051,1721297243.921109
-0.08,0.94,-0.41,5.92,3.30,-3.42,0.53,0.83,0.13,0.15,21.54,-6.52,113.65,14.03,-6.52,113.65,0.83,1.06,-0.01,313052,1721297243.930088
-0.15,0.94,-0.48,-2.38,-0.92,-2.62,0.52,0.83,0.12,0.15,21.48,-6.78,114.10,13.97,-6.78,114.10,0.75,1.06,-0.08,313053,1721297243.948563
-0.11,1.01,-0.49,-1.40,0.12,-2.14,0.52,0.83,0.13,0.15,21.45,-6.65,114.30,13.94,-6.65,114.30,0.80,1.12,-0.08,313054,1721297243.9495592
-0.16,1.00,-0.50,0.37,0.92,-2.62,0.52,0.83,0.12,0.15,21.40,-6.85,114.61,13.89,-6.85,114.61,0.74,1.11,-0.09,313055,1721297243.9535475
-0.13,1.03,-0.54,3.48,3.11,-1.65,0.52,0.83,0.12,0.15,21.31,-6.82,115.06,13.80,-6.82,115.06,0.76,1.15,-0.12,313056,1721297243.9645176
-0.17,1.01,-0.49,-1.46,1.34,-0.31,0.52,0.83,0.12,0.15,21.29,-7.07,115.18,13.78,-7.07,115.18,0.73,1.13,-0.07,313057,1721297243.9834697
-0.15,1.03,-0.46,3.11,3.05,-0.67,0.52,0.83,0.12,0.15,21.28,-7.10,115.05,13.77,-7.10,115.05,0.75,1.15,-0.04,313058,1721297243.9834697
-0.18,0.94,-0.34,-6.04,-0.24,0.73,0.52,0.83,0.12,0.15,21.37,-7.49,114.32,13.86,-7.49,114.32,0.72,1.07,0.07,313059,1721297243.9994242
-0.21,0.90,-0.38,6.29,4.27,-0.67,0.52,0.83,0.12,0.16,21.36,-8.03,114.22,13.85,-8.03,114.22,0.69,1.04,0.03,313060,1721297244.0014193
-0.17,0.88,-0.39,-0.55,1.59,0.67,0.52,0.83,0.12,0.16,21.35,-8.25,114.21,13.84,-8.25,114.21,0.73,1.02,0.01,313061,1721297244.0054088
-0.16,0.94,-0.41,1.89,1.46,-0.37,0.52,0.83,0.12,0.16,21.35,-8.34,114.16,13.84,-8.34,114.16,0.74,1.09,-0.01,313062,1721297244.013398
-0.10,0.93,-0.47,3.72,2.20,-1.28,0.52,0.83,0.12,0.16,21.27,-7.99,114.56,13.76,-7.99,114.56,0.80,1.07,-0.06,313063,1721297244.0223653
-0.18,1.01,-0.50,3.23,1.71,-1.34,0.52,0.83,0.12,0.16,21.22,-8.16,114.83,13.71,-8.16,114.83,0.71,1.15,-0.09,313064,1721297244.0323396
-0.13,0.92,-0.50,0.00,0.98,-1.40,0.51,0.84,0.12,0.16,21.13,-8.02,115.35,13.62,-8.02,115.35,0.76,1.06,-0.08,313065,1721297244.0428298
-0.24,0.97,-0.43,-4.27,-0.61,0.55,0.51,0.83,0.12,0.16,21.16,-8.55,115.17,13.65,-8.55,115.17,0.66,1.12,-0.01,313066,1721297244.06178
-0.17,0.93,-0.40,-7.57,-1.46,0.85,0.52,0.83,0.11,0.16,21.21,-8.63,114.87,13.70,-8.63,114.87,0.73,1.08,0.02,313067,1721297244.0637724
-0.23,0.92,-0.40,1.83,1.89,-0.92,0.52,0.83,0.11,0.16,21.22,-9.15,114.71,13.71,-9.15,114.71,0.67,1.07,0.02,313068,1721297244.0727477
-0.19,0.92,-0.40,1.28,1.53,-0.79,0.52,0.83,0.11,0.17,21.23,-9.40,114.54,13.72,-9.40,114.54,0.71,1.08,0.01,313069,1721297244.0757413
-0.16,0.87,-0.37,-2.99,0.06,-0.18,0.52,0.83,0.11,0.17,21.26,-9.41,114.34,13.75,-9.41,114.34,0.74,1.04,0.03,313070,1721297244.0887048
-0.17,0.94,-0.43,2.69,1.89,-0.67,0.52,0.83,0.11,0.17,21.24,-9.40,114.37,13.73,-9.40,114.37,0.73,1.10,-0.02,313071,1721297244.0946894
-0.03,0.90,-0.37,-1.71,0.61,-0.18,0.52,0.83,0.12,0.16,21.27,-8.38,114.09,13.76,-8.38,114.09,0.87,1.04,0.03,313072,1721297244.1056604
-0.11,0.91,-0.41,-0.12,0.24,-1.83,0.52,0.83,0.12,0.16,21.26,-8.10,114.14,13.75,-8.10,114.14,0.80,1.05,-0.01,313073,1721297244.113642
-0.06,0.93,-0.49,2.50,1.77,-2.50,0.52,0.83,0.12,0.15,21.18,-7.51,114.61,13.67,-7.51,114.61,0.85,1.06,-0.08,313074,1721297244.1216168
-0.22,0.94,-0.53,-0.18,0.12,-2.81,0.51,0.84,0.12,0.16,21.08,-8.05,115.24,13.57,-8.05,115.24,0.68,1.08,-0.11,313075,1721297244.135583
-0.13,1.09,-0.55,-0.31,0.49,-2.56,0.51,0.84,0.12,0.15,21.03,-7.78,115.48,13.52,-7.78,115.48,0.77,1.22,-0.12,313076,1721297244.141084
-0.10,0.94,-0.48,-2.01,0.06,-3.36,0.51,0.84,0.12,0.15,20.98,-7.49,115.70,13.47,-7.49,115.70,0.79,1.07,-0.05,313077,1721297244.1570413
-0.16,0.97,-0.52,4.27,2.81,-3.30,0.51,0.84,0.12,0.15,20.91,-7.63,116.08,13.40,-7.63,116.08,0.73,1.10,-0.09,313078,1721297244.1580386
-0.17,0.96,-0.44,-6.84,-0.79,-0.73,0.51,0.84,0.12,0.15,20.93,-7.85,115.85,13.42,-7.85,115.85,0.72,1.09,-0.01,313079,1721297244.1690092
-0.23,1.01,-0.37,-3.72,0.24,-0.85,0.51,0.83,0.11,0.16,21.03,-8.46,115.07,13.52,-8.46,115.07,0.66,1.16,0.05,313080,1721297244.180982
-0.22,0.85,-0.46,7.26,4.88,-1.46,0.51,0.84,0.11,0.16,20.93,-9.01,115.57,13.42,-9.01,115.57,0.67,1.01,-0.04,313081,1721297244.1879585
-0.14,0.95,-0.37,-11.17,-1.46,3.42,0.52,0.83,0.11,0.16,21.03,-8.86,114.97,13.52,-8.86,114.97,0.75,1.10,0.05,313082,1721297244.1909509
-0.18,1.00,-0.42,-3.60,0.85,1.59,0.52,0.83,0.11,0.16,21.07,-8.89,114.65,13.56,-8.89,114.65,0.72,1.16,-0.01,313083,1721297244.2019224
-0.19,0.86,-0.52,2.99,2.75,-0.37,0.51,0.84,0.11,0.16,20.92,-9.14,115.48,13.41,-9.14,115.48,0.70,1.02,-0.09,313084,1721297244.214893
-0.10,0.87,-0.48,-4.70,1.04,2.38,0.51,0.84,0.11,0.16,20.86,-8.67,115.85,13.35,-8.67,115.85,0.79,1.02,-0.05,313085,1721297244.2158859
-0.17,0.95,-0.45,-3.66,1.40,3.11,0.51,0.84,0.11,0.16,20.87,-8.69,115.77,13.36,-8.69,115.77,0.72,1.10,-0.02,313086,1721297244.2318466
-0.16,0.88,-0.48,-0.18,2.26,1.77,0.51,0.84,0.11,0.16,20.80,-8.69,116.13,13.29,-8.69,116.13,0.73,1.03,-0.04,313087,1721297244.2348387
-0.13,0.95,-0.31,-13.06,-2.81,3.42,0.52,0.83,0.11,0.16,21.00,-8.49,114.90,13.49,-8.49,114.90,0.77,1.09,0.11,313088,1721297244.248319
-0.21,0.88,-0.39,4.82,2.99,-0.79,0.52,0.83,0.11,0.16,20.99,-8.94,114.84,13.48,-8.94,114.84,0.69,1.04,0.02,313089,1721297244.251311
-0.14,0.83,-0.34,-8.79,-2.20,1.10,0.52,0.83,0.11,0.16,21.07,-8.93,114.41,13.56,-8.93,114.41,0.76,0.98,0.07,313090,1721297244.2652726
-0.10,0.90,-0.32,-4.21,-0.24,0.12,0.52,0.83,0.11,0.16,21.18,-8.56,113.68,13.67,-8.56,113.68,0.80,1.05,0.08,313091,1721297244.2772417
-0.09,0.90,-0.53,6.29,3.11,-2.38,0.52,0.83,0.12,0.16,21.00,-8.10,114.71,13.49,-8.10,114.71,0.81,1.04,-0.12,313092,1721297244.2782385
-0.17,0.96,-0.36,-15.69,-5.37,0.24,0.52,0.83,0.11,0.16,21.12,-8.29,114.05,13.61,-8.29,114.05,0.73,1.10,0.04,313093,1721297244.291203
-0.09,0.94,-0.46,2.32,1.46,-2.93,0.52,0.83,0.12,0.16,21.06,-7.83,114.32,13.55,-7.83,114.32,0.82,1.08,-0.05,313094,1721297244.2971876
-0.23,0.93,-0.42,-7.32,-1.77,-0.06,0.52,0.83,0.11,0.16,21.08,-8.50,114.22,13.57,-8.50,114.22,0.67,1.08,-0.01,313095,1721297244.3081582
-0.12,0.93,-0.35,-3.91,0.31,-0.79,0.52,0.83,0.11,0.16,21.14,-8.35,113.79,13.63,-8.35,113.79,0.78,1.08,0.05,313096,1721297244.3171358
-0.20,0.88,-0.43,10.50,5.31,-2.93,0.52,0.83,0.11,0.16,21.05,-8.73,114.15,13.54,-8.73,114.15,0.70,1.03,-0.03,313097,1721297244.3201256
-0.14,0.86,-0.36,-7.26,-0.85,1.71,0.52,0.83,0.11,0.16,21.09,-8.70,113.92,13.58,-8.70,113.92,0.76,1.01,0.04,313098,1721297244.3291187
-0.10,0.84,-0.32,-2.38,0.98,-0.24,0.53,0.83,0.11,0.16,21.15,-8.36,113.43,13.64,-8.36,113.43,0.81,0.99,0.08,313099,1721297244.3385947
-0.19,0.86,-0.39,2.69,2.08,-0.79,0.53,0.83,0.11,0.16,21.11,-8.77,113.58,13.60,-8.77,113.58,0.72,1.01,0.01,313100,1721297244.35156
-0.18,0.88,-0.26,-15.69,-4.52,2.75,0.53,0.82,0.11,0.17,21.29,-9.03,112.54,13.78,-9.03,112.54,0.74,1.04,0.12,313101,1721297244.3595421
-0.12,0.90,-0.37,9.64,3.97,-3.36,0.53,0.82,0.11,0.16,21.26,-8.82,112.61,13.75,-8.82,112.61,0.79,1.06,0.01,313102,1721297244.3715072
-0.14,0.83,-0.44,7.69,2.69,-3.23,0.53,0.83,0.11,0.16,21.12,-8.80,113.35,13.61,-8.80,113.35,0.77,0.99,-0.05,313103,1721297244.3804834
